time,L_arm_shoulder_pitch_joint,L_arm_shoulder_roll_joint,L_arm_shoulder_yaw_joint,L_arm_elbow_joint,L_leg_hip_yaw_joint,L_leg_hip_roll_joint,L_leg_hip_pitch_joint,L_leg_knee_joint,L_leg_ankle_joint,R_arm_shoulder_pitch_joint,R_arm_shoulder_roll_joint,R_arm_shoulder_yaw_joint,R_arm_elbow_joint,R_leg_hip_yaw_joint,R_leg_hip_roll_joint,R_leg_hip_pitch_joint,R_leg_knee_joint,R_leg_ankle_joint
3.2041,-0.420520,0.557205,-0.425447,-1.800000,0.225214,-0.641404,-0.002199,0.481519,-0.533334,-0.107359,-0.580727,0.304832,-1.800000,-0.425087,0.461328,-0.822063,1.332630,-0.435917
3.2374,-0.421603,0.647174,-0.423287,-1.800000,0.277763,-0.649894,0.099164,0.392439,-0.488626,-0.090195,-0.578852,0.307673,-1.800000,-0.390007,0.429552,-0.747559,1.248872,-0.482800
3.2708,-0.408161,0.764233,-0.412787,-1.800000,0.344872,-0.650000,0.144837,0.426973,-0.478510,-0.060322,-0.559985,0.306675,-1.800000,-0.344357,0.360182,-0.682209,1.174953,-0.530155
3.3042,-0.334396,0.918588,-0.337018,-1.800000,0.461407,-0.650000,0.125735,0.649273,-0.486565,-0.038487,-0.536832,0.339523,-1.800000,-0.272912,0.279775,-0.645678,1.142033,-0.555754
3.3376,-0.226725,1.086646,-0.218416,-1.800000,0.533319,-0.650000,-0.012068,1.002386,-0.421511,-0.020433,-0.531219,0.384410,-1.800000,-0.212672,0.195936,-0.662837,1.164319,-0.562200
3.3709,-0.118535,1.268784,-0.083839,-1.800000,0.513420,-0.616948,-0.277362,1.347605,-0.436153,-0.012175,-0.528089,0.424363,-1.800000,-0.146576,0.150208,-0.726422,1.191264,-0.544171
3.4043,-0.036607,1.447794,0.040468,-1.800000,0.411778,-0.548459,-0.620601,1.603438,-0.444610,0.004626,-0.548622,0.418337,-1.800000,-0.105221,0.135243,-0.805402,1.210505,-0.529415
3.4377,0.038066,1.622427,0.131322,-1.800000,0.385860,-0.464738,-0.881837,1.722471,-0.409552,0.033581,-0.568303,0.404087,-1.800000,-0.062698,0.125311,-0.875492,1.221263,-0.496656
3.4711,0.097360,1.761250,0.156414,-1.677666,0.414135,-0.410285,-0.985820,1.695218,-0.381478,0.091928,-0.594756,0.390134,-1.800000,-0.047000,0.077245,-0.917741,1.234272,-0.478057
3.5045,0.151669,1.881433,0.142622,-1.500980,0.457804,-0.381366,-1.021212,1.564229,-0.344435,0.143849,-0.618271,0.389016,-1.800000,-0.028578,0.031270,-0.957419,1.223651,-0.436438
3.5378,0.202607,1.973150,0.092690,-1.314126,0.502448,-0.385386,-0.995181,1.374768,-0.303010,0.181037,-0.657170,0.387523,-1.800000,-0.019961,-0.020543,-0.993301,1.202539,-0.389161
3.5712,0.231412,2.061648,-0.000730,-1.113602,0.537620,-0.389526,-0.968829,1.180412,-0.249792,0.195408,-0.702612,0.391290,-1.800000,-0.007811,-0.059059,-1.031683,1.167093,-0.338427
3.6046,0.252628,2.085240,-0.118330,-0.911196,0.554837,-0.426919,-0.926729,0.993958,-0.179919,0.193575,-0.771114,0.393256,-1.800000,-0.012530,-0.117547,-1.078857,1.121554,-0.286062
3.6380,0.285221,2.092613,-0.240827,-0.720842,0.584832,-0.478908,-0.874534,0.859910,-0.122594,0.200486,-0.844314,0.384418,-1.800000,-0.021682,-0.162452,-1.109474,1.083050,-0.251372
3.6713,0.317792,2.095802,-0.359080,-0.559821,0.602196,-0.540550,-0.833400,0.785126,-0.084076,0.223113,-0.927123,0.358487,-1.800000,-0.047579,-0.203469,-1.151514,1.065247,-0.215952
3.7047,0.332232,2.092461,-0.446907,-0.439761,0.632698,-0.593974,-0.800326,0.785641,-0.072882,0.261323,-1.001183,0.334286,-1.800000,-0.069824,-0.240069,-1.189010,1.078321,-0.202693
3.7381,0.330403,2.088100,-0.458028,-0.405980,0.646925,-0.608810,-0.844222,0.888424,-0.075801,0.301323,-1.029144,0.328701,-1.800000,-0.091978,-0.253006,-1.224939,1.124128,-0.207227
3.7715,0.319491,2.069571,-0.454670,-0.394127,0.654550,-0.604381,-0.879843,0.996610,-0.094636,0.341579,-1.058701,0.326421,-1.800000,-0.115320,-0.255515,-1.251285,1.184260,-0.226041
3.8048,0.311712,1.999395,-0.434655,-0.424693,0.677640,-0.574784,-0.890877,1.105173,-0.186172,0.368829,-1.056772,0.325194,-1.800000,-0.133907,-0.249366,-1.255294,1.274779,-0.263928
3.8382,0.327684,1.826180,-0.338090,-0.578967,0.678441,-0.496935,-0.856442,1.222175,-0.278046,0.398918,-0.997901,0.314431,-1.800000,-0.181092,-0.272077,-1.191826,1.400117,-0.355469
3.8716,0.330547,1.580023,-0.173047,-0.866688,0.593189,-0.394159,-0.863502,1.309236,-0.345592,0.372278,-0.797625,0.279861,-1.800000,-0.275359,-0.276098,-1.069799,1.493600,-0.470756
3.9050,0.262168,1.239853,-0.093023,-1.208396,0.406786,-0.301920,-0.892127,1.332882,-0.382308,0.184829,-0.527781,0.225532,-1.800000,-0.436792,-0.262430,-0.907623,1.528289,-0.581158
3.9383,0.137035,0.896634,-0.131403,-1.448419,0.146791,-0.196624,-0.907600,1.301947,-0.361932,-0.176451,-0.384720,0.191214,-1.800000,-0.670635,-0.201782,-0.673648,1.496713,-0.671828
3.9717,0.076079,0.683994,-0.157070,-1.595460,-0.054132,-0.041240,-0.893761,1.283636,-0.310161,-0.542413,-0.488794,0.221568,-1.800000,-0.865270,-0.068400,-0.253835,1.300619,-0.694017
4.0051,0.136483,0.617198,-0.072316,-1.746135,-0.158187,0.115179,-0.870428,1.283033,-0.286557,-0.719325,-0.744590,0.246596,-1.800000,-0.999998,0.052505,0.181277,1.010007,-0.613590
4.0385,0.279884,0.577810,0.113697,-1.799998,-0.175368,0.206727,-0.869981,1.282767,-0.285178,-0.893169,-0.886263,0.259584,-1.492173,-1.000000,0.110633,0.380040,0.844619,-0.520165
4.0718,0.453109,0.448286,0.300865,-1.800000,-0.174653,0.256474,-0.873780,1.262120,-0.280406,-1.078284,-0.957216,0.265122,-1.040051,-1.000000,0.168728,0.484846,0.709645,-0.439422
4.1052,0.557301,0.334045,0.389437,-1.800000,-0.151467,0.285721,-0.889793,1.301088,-0.299424,-1.153334,-1.002654,0.277151,-0.920284,-1.000000,0.209693,0.542150,0.669515,-0.421996
4.1386,0.623944,0.245853,0.415998,-1.800000,-0.177280,0.337000,-0.899767,1.303982,-0.294858,-1.211869,-0.998439,0.288796,-0.927149,-1.000000,0.239498,0.588676,0.642781,-0.402095
4.1720,0.590975,0.228380,0.294697,-1.800000,-0.244619,0.432456,-0.864735,1.183638,-0.226741,-1.182216,-1.090869,0.312228,-1.023367,-0.999964,0.280183,0.629728,0.582966,-0.360840
4.2053,0.503678,0.285703,0.198630,-1.800000,-0.248650,0.489850,-0.884679,1.131663,-0.191312,-1.052779,-1.172317,0.247765,-1.140326,-0.934295,0.315488,0.562989,0.614315,-0.361936
4.2387,0.404055,0.316296,0.100904,-1.800000,-0.245686,0.505739,-0.905661,1.084075,-0.158787,-0.920524,-1.212756,0.149020,-1.240451,-0.888576,0.321498,0.447606,0.683879,-0.394476
4.2721,0.301963,0.314607,-0.001810,-1.800000,-0.236460,0.510654,-0.935833,1.057477,-0.145794,-0.805228,-1.240446,0.097717,-1.360486,-0.890787,0.333044,0.334104,0.763517,-0.430742
4.3055,0.187248,0.303310,-0.092131,-1.800000,-0.238574,0.511246,-0.967790,1.046773,-0.137569,-0.691998,-1.245820,0.072701,-1.498301,-0.942931,0.355654,0.246685,0.815908,-0.465248
4.3388,0.041732,0.290411,-0.185030,-1.800000,-0.215360,0.513633,-1.017969,1.028936,-0.116587,-0.612254,-1.213825,0.082482,-1.650392,-0.924331,0.400738,0.121426,0.846651,-0.465918
4.3722,-0.109493,0.262033,-0.269272,-1.800000,-0.210351,0.497188,-1.045933,1.036871,-0.112856,-0.541491,-1.141970,0.128456,-1.772901,-0.898048,0.386302,-0.011513,0.940437,-0.453879
4.4056,-0.275985,0.250990,-0.329027,-1.800000,-0.194586,0.467796,-1.064653,1.052638,-0.129372,-0.497021,-1.028338,0.199099,-1.800000,-0.842630,0.327253,-0.138937,1.054695,-0.472041
4.4390,-0.460678,0.284908,-0.360888,-1.800000,-0.150077,0.421670,-1.068538,1.032287,-0.139565,-0.486677,-0.864125,0.318135,-1.800000,-0.779609,0.295547,-0.220728,1.054920,-0.484698
4.4723,-0.624822,0.400583,-0.361358,-1.800000,-0.093546,0.328578,-1.018175,0.976483,-0.148284,-0.465505,-0.669452,0.414759,-1.775604,-0.696094,0.253055,-0.306346,1.021527,-0.451980
4.5057,-0.738631,0.605001,-0.329366,-1.800000,-0.051355,0.176047,-0.897319,0.868986,-0.157486,-0.421523,-0.536413,0.517752,-1.684733,-0.627384,0.176675,-0.440289,1.021130,-0.374699
4.5391,-0.727260,0.922227,-0.248698,-1.799738,0.009811,-0.044749,-0.745089,0.756449,-0.162394,-0.304573,-0.532518,0.560814,-1.686150,-0.564921,0.082789,-0.602534,1.032837,-0.283834
4.5725,-0.584700,1.290082,-0.152943,-1.529426,0.115787,-0.289866,-0.594758,0.685032,-0.179385,-0.171309,-0.644896,0.575831,-1.780329,-0.483056,-0.009001,-0.778323,1.042071,-0.178443
4.6059,-0.378941,1.649327,-0.003773,-0.990309,0.263808,-0.498677,-0.498602,0.695276,-0.216121,-0.074443,-0.773611,0.546245,-1.800000,-0.376415,-0.083581,-0.938704,1.038324,-0.082493
4.6392,-0.120734,1.989712,0.082046,-0.435207,0.447060,-0.624013,-0.416493,0.775027,-0.288947,0.022947,-0.907776,0.431026,-1.800000,-0.256038,-0.182301,-1.013557,1.023902,-0.043680
4.6726,-0.061241,2.071538,0.245679,-0.356237,0.627038,-0.646758,-0.323112,0.859394,-0.384462,0.171602,-0.938968,0.325397,-1.799999,-0.150687,-0.271688,-1.009681,1.044774,-0.069419
4.7060,-0.049115,2.084534,0.294774,-0.353596,0.762441,-0.638881,-0.254003,0.904248,-0.451991,0.277731,-0.907855,0.240638,-1.800000,-0.057062,-0.344907,-1.002707,1.046439,-0.107861
4.7394,0.058032,2.086083,0.232665,-0.244397,0.861163,-0.636460,-0.160680,0.887106,-0.464576,0.328865,-0.870849,0.216115,-1.800000,0.003138,-0.375546,-0.970619,1.007055,-0.123833
4.7727,0.091619,2.068675,0.226403,-0.234996,0.894056,-0.650000,-0.126927,0.893976,-0.486714,0.292308,-0.825999,0.247104,-1.800000,0.006585,-0.372881,-1.021835,1.060003,-0.116060
4.8061,0.085972,1.974927,0.247701,-0.322685,0.897818,-0.650000,-0.060064,0.858215,-0.495003,0.222985,-0.771673,0.313225,-1.800000,-0.015174,-0.381567,-1.039746,1.108075,-0.133748
4.8395,0.088836,1.862368,0.247284,-0.504396,0.867974,-0.650000,-0.063405,0.862953,-0.501428,0.125404,-0.707213,0.359300,-1.800000,-0.046937,-0.391350,-1.047128,1.133525,-0.162048
4.8729,0.069096,1.735147,0.242602,-0.766249,0.799805,-0.650000,-0.138431,0.910398,-0.503904,0.003987,-0.637128,0.380220,-1.800000,-0.094552,-0.387017,-1.069082,1.165309,-0.190534
4.9062,0.031439,1.550290,0.261698,-1.081485,0.695587,-0.632109,-0.264896,0.983209,-0.498956,-0.132009,-0.552031,0.384170,-1.800000,-0.158243,-0.358196,-1.076073,1.194925,-0.229637
4.9396,-0.018898,1.294034,0.238494,-1.428648,0.576748,-0.561086,-0.390447,1.045105,-0.487032,-0.282076,-0.440167,0.382646,-1.800000,-0.224951,-0.288909,-1.002747,1.216054,-0.310908
4.9730,-0.110637,0.982988,0.095253,-1.684313,0.418147,-0.437799,-0.492410,1.066660,-0.449110,-0.466357,-0.353717,0.381588,-1.800000,-0.332709,-0.178557,-0.826866,1.192805,-0.404119
5.0064,-0.171456,0.730472,-0.094461,-1.782964,0.252625,-0.265850,-0.525356,1.064269,-0.399787,-0.680256,-0.385903,0.370530,-1.800000,-0.482403,-0.050663,-0.500961,1.084308,-0.470110
5.0397,-0.170912,0.608586,-0.242392,-1.800000,0.085618,-0.083380,-0.531653,1.055032,-0.352138,-0.879881,-0.573281,0.407945,-1.800000,-0.659475,0.056878,-0.129857,0.921821,-0.471525
5.0731,-0.133407,0.604537,-0.286982,-1.800000,-0.056165,0.082962,-0.586677,1.057647,-0.302438,-0.969850,-0.813734,0.430485,-1.708448,-0.816578,0.148054,0.157995,0.756658,-0.427998
5.1065,-0.068932,0.591963,-0.247467,-1.800000,-0.170375,0.222019,-0.658594,1.051121,-0.256857,-1.019464,-0.987242,0.391392,-1.349498,-0.935427,0.227175,0.349742,0.631766,-0.376845
5.1399,0.021739,0.502249,-0.156585,-1.800000,-0.255761,0.307568,-0.721546,1.047250,-0.193956,-1.022670,-1.239882,0.281147,-0.885644,-1.000000,0.288522,0.463156,0.548048,-0.312825
5.1732,0.140400,0.394074,-0.077764,-1.800000,-0.276244,0.344172,-0.806647,1.071290,-0.138579,-0.773204,-1.544078,0.117639,-0.863087,-1.000000,0.331822,0.510865,0.502134,-0.270768
5.2066,0.238695,0.297033,-0.049139,-1.800000,-0.301324,0.360973,-0.872522,1.085496,-0.117315,-0.548394,-1.731076,-0.155705,-0.962445,-1.000000,0.342343,0.497000,0.517565,-0.264731
5.2400,0.299279,0.256182,-0.054537,-1.800000,-0.323287,0.392059,-0.903817,1.124808,-0.145265,-0.466924,-1.771776,-0.222803,-0.940331,-1.000000,0.325597,0.486273,0.558398,-0.287200
5.2734,0.343203,0.221791,-0.092209,-1.800000,-0.346968,0.404657,-0.933987,1.157006,-0.141127,-0.379804,-1.786431,-0.337453,-0.896191,-1.000000,0.310230,0.457146,0.606303,-0.302101
5.3067,0.340128,0.212144,-0.135906,-1.800000,-0.344446,0.412227,-0.967901,1.157020,-0.128099,-0.294204,-1.792547,-0.457470,-0.873748,-1.000000,0.324114,0.404527,0.658586,-0.312925
5.3401,0.303339,0.226563,-0.165893,-1.800000,-0.332834,0.415293,-1.000421,1.125686,-0.107588,-0.210386,-1.803488,-0.529173,-0.901823,-1.000000,0.351524,0.340770,0.698729,-0.324846
5.3735,0.241726,0.244580,-0.200656,-1.800000,-0.325439,0.412776,-1.016132,1.074413,-0.075635,-0.187935,-1.753462,-0.568681,-0.969597,-1.000000,0.374549,0.279511,0.731313,-0.336496
5.4069,0.175094,0.266237,-0.244511,-1.800000,-0.335557,0.413852,-1.006344,1.015718,-0.041049,-0.214744,-1.659372,-0.507886,-1.083426,-1.000000,0.377946,0.231180,0.760623,-0.350668
5.4402,0.099850,0.273329,-0.319972,-1.800000,-0.377966,0.407428,-0.963934,0.941657,0.000041,-0.252171,-1.570433,-0.363787,-1.222656,-1.000000,0.347100,0.184580,0.800034,-0.379664
5.4736,0.037437,0.284838,-0.355245,-1.800000,-0.360706,0.397336,-0.951120,0.855569,0.049167,-0.303765,-1.452144,-0.204349,-1.383907,-0.888417,0.307304,0.055832,0.891237,-0.409501
5.5070,-0.010370,0.337518,-0.342779,-1.800000,-0.249356,0.390499,-0.977080,0.777444,0.097598,-0.427626,-1.243945,-0.009412,-1.519805,-0.622928,0.264508,-0.142342,1.024297,-0.417462
5.5404,-0.036113,0.398007,-0.319546,-1.800000,-0.149620,0.373438,-0.999107,0.732072,0.127335,-0.549980,-1.039432,0.209069,-1.578978,-0.402328,0.207825,-0.292487,1.151140,-0.415411
5.5737,-0.059500,0.428574,-0.316361,-1.800000,-0.141054,0.329502,-0.997000,0.741431,0.140619,-0.543035,-0.938282,0.313167,-1.614336,-0.300463,0.139478,-0.344115,1.251835,-0.412584
5.6071,-0.064731,0.438271,-0.310245,-1.800000,-0.126083,0.296885,-1.002499,0.748035,0.146854,-0.509944,-0.821747,0.378429,-1.633337,-0.234554,0.110153,-0.364410,1.307290,-0.396562
5.6405,-0.061739,0.434258,-0.300016,-1.800000,-0.117769,0.258067,-1.009053,0.739708,0.155632,-0.454285,-0.709568,0.435260,-1.644375,-0.222866,0.102656,-0.367707,1.301564,-0.405487
5.6739,-0.052309,0.418816,-0.285759,-1.800000,-0.119749,0.212930,-1.008408,0.708318,0.182892,-0.378888,-0.620160,0.477441,-1.649587,-0.248479,0.109390,-0.348021,1.231688,-0.441780
5.7073,-0.037215,0.408482,-0.268293,-1.800000,-0.133502,0.161289,-1.028004,0.694570,0.201863,-0.298496,-0.584596,0.494689,-1.652741,-0.308283,0.110108,-0.346821,1.189451,-0.557028
5.7406,-0.001814,0.379620,-0.261940,-1.800000,-0.144664,0.129775,-0.953018,0.547499,0.255063,-0.193303,-0.555875,0.523896,-1.667946,-0.347841,0.098285,-0.323400,1.109309,-0.620411
5.7740,0.020856,0.375935,-0.266944,-1.800000,-0.140047,0.092612,-0.922387,0.434826,0.283706,-0.107844,-0.558198,0.508487,-1.690010,-0.355986,0.076619,-0.376759,1.110438,-0.671350
5.8074,0.031304,0.412612,-0.294343,-1.800000,-0.106185,-0.001834,-0.910933,0.342792,0.263677,-0.035120,-0.544031,0.467822,-1.707891,-0.340890,0.095850,-0.449427,1.158534,-0.702821
5.8408,0.002790,0.503557,-0.316016,-1.800000,-0.081429,-0.175601,-0.987265,0.267704,0.242473,-0.006082,-0.561644,0.428085,-1.744762,-0.289577,0.148035,-0.671813,1.329400,-0.710888
5.8741,-0.014349,0.540101,-0.334893,-1.800000,-0.072636,-0.363472,-1.022032,0.257635,0.205586,0.015287,-0.559578,0.403306,-1.753317,-0.249743,0.199027,-0.747899,1.369101,-0.685235
5.9075,-0.041052,0.581966,-0.366580,-1.800000,-0.052326,-0.486793,-1.039776,0.276775,0.196742,0.027024,-0.559518,0.379328,-1.761696,-0.216845,0.213420,-0.811700,1.362045,-0.650932
5.9409,-0.077618,0.597565,-0.430327,-1.800000,0.027687,-0.528703,-0.987064,0.343525,0.160596,0.026638,-0.546508,0.382040,-1.771808,-0.184109,0.186175,-0.790718,1.262489,-0.581574
5.9743,-0.113074,0.622160,-0.466442,-1.800000,0.092523,-0.526948,-0.958179,0.476841,0.102402,0.025572,-0.563714,0.376925,-1.778898,-0.179560,0.164283,-0.789068,1.210181,-0.541891
6.0076,-0.143756,0.640586,-0.498568,-1.800000,0.180119,-0.506619,-0.931411,0.666096,0.001109,0.023524,-0.575787,0.370895,-1.790201,-0.159488,0.135339,-0.771132,1.155045,-0.504648
6.0410,-0.164395,0.671219,-0.527871,-1.800000,0.293900,-0.467211,-0.892785,0.894312,-0.132037,0.022385,-0.578769,0.366488,-1.799755,-0.125165,0.121471,-0.724662,1.106969,-0.485285
6.0744,-0.174604,0.712123,-0.551585,-1.800000,0.408120,-0.399993,-0.843742,1.114405,-0.262961,0.015984,-0.577775,0.365024,-1.800000,-0.080629,0.116391,-0.671621,1.071414,-0.476597
6.1078,-0.180289,0.750209,-0.567067,-1.800000,0.489639,-0.323753,-0.774638,1.270571,-0.367817,0.001598,-0.570751,0.366452,-1.800000,-0.043313,0.107278,-0.638039,1.051299,-0.473393
6.1411,-0.197401,0.764564,-0.589179,-1.800000,0.528885,-0.265580,-0.631320,1.282301,-0.411600,-0.028980,-0.557137,0.380281,-1.800000,-0.020624,0.089718,-0.580163,0.966624,-0.442637
6.1745,-0.242936,0.735583,-0.594483,-1.800000,0.486106,-0.233151,-0.516479,1.226621,-0.406576,-0.055745,-0.569081,0.354882,-1.800000,-0.030658,0.065725,-0.605797,0.944989,-0.410719
6.2079,-0.289665,0.706371,-0.606338,-1.800000,0.468452,-0.239695,-0.386342,1.111678,-0.438218,-0.070023,-0.563176,0.316568,-1.800000,-0.038987,0.044493,-0.658373,0.970958,-0.391067
6.2413,-0.336375,0.665488,-0.611375,-1.800000,0.468948,-0.297073,-0.221579,0.888093,-0.475137,-0.074188,-0.559817,0.278894,-1.800000,-0.056661,0.021717,-0.708385,1.009354,-0.376752
6.2746,-0.373574,0.623406,-0.613290,-1.800000,0.476305,-0.355732,-0.112286,0.704542,-0.487922,-0.072620,-0.533869,0.240794,-1.800000,-0.065160,0.004140,-0.770790,1.052958,-0.357422
6.3080,-0.388365,0.600824,-0.607278,-1.800000,0.487675,-0.405799,-0.105700,0.700538,-0.532563,-0.057369,-0.499781,0.207694,-1.800000,-0.067371,-0.003600,-0.834794,1.108969,-0.347573
6.3414,-0.451681,0.534690,-0.603201,-1.800000,0.448456,-0.432462,-0.105195,0.606804,-0.491887,-0.050266,-0.454334,0.149638,-1.800000,-0.080231,-0.006274,-0.887282,1.081727,-0.295781
6.3748,-0.450095,0.523433,-0.593407,-1.800000,0.443417,-0.446760,-0.134304,0.663562,-0.517765,-0.024264,-0.428206,0.131516,-1.800000,-0.086858,0.005068,-0.933388,1.125211,-0.295071
6.4081,-0.457228,0.502081,-0.583638,-1.800000,0.448659,-0.473462,-0.157907,0.707983,-0.539794,0.000430,-0.391300,0.122947,-1.800000,-0.104292,0.075273,-0.966322,1.152132,-0.306487
6.4415,-0.462398,0.482977,-0.569428,-1.800000,0.454476,-0.505460,-0.166082,0.731687,-0.557711,0.017398,-0.369033,0.119889,-1.800000,-0.129102,0.160181,-0.991627,1.184742,-0.322336
